id,technology,status_code,status_ar,phase,priority,dependencies,owner_role,shared_track,evidence_refs,evidence_paths,gap_or_extension,acceptance_test,integration_snapshot,primary_package,package_anchor,execution_state
B071,Voting Agents,D,ديمو/محاكاة,R7,P2,R4;R5;R6-if-learned,Agent + Evaluation,مسارات ووكلاء ومحاكاة مقاسة,E24,packages/cells/celia/infinite/src/multiverse-engine.js;packages/cells/celia/infinite/src/swarm-pheromone.js;packages/cells/celia/dsl/src/consensus-dsl.js,التصويت الحالي محاكاة؛ هويات quorum وتعارض موثقة,منع Sybil ومنع تصويت عدة نسخ على دليل واحد كأنه مستقل,NOT_CONNECTED,P16,nexa-execution-plan.ar.md#p16,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B072,Judge Model,N,غير ظاهر في نطاق الفحص,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E00,E11",packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,rubric ونموذج تقييم مستقل ومراجع بشرية,قياس agreement وposition bias ورفض تعليمات داخل المخرج المقيم,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B073,Critic Model,P,جزئي أو أساس قريب,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,E06,packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js,reflection ليست critic مدرّبًا؛ أضف نقدًا موصولًا بأدلة,يجد عيوبًا معروفة دون تبديل الأذونات أو اعتماد نفسه,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B074,Planner-Executor,M,موجود محليًا محدود,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,"E04,E05",packages/cells/celia/planner/src/grok.js;packages/cells/celia/executor/src/executor.js;packages/cells/celia/executor/src/tool-registry.js;packages/cells/celia/executor/src/adaptive-dag.js;tools/dag-executor.mjs;packages/runtime/src/machine.js;packages/runtime/src/authority.js;packages/runtime/src/session.js;packages/runtime/src/healer.js;packages/runtime/src/breaker.js;tests/omega-runtime.test.js,الفصل موجود؛ اجعل gateway حدًا إلزاميًا لا مجرد convention,planner لا ينفذ أو يوقع grants حتى عند مخرجات عدائية,CONNECTED_LIMITED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B075,Manager-Worker,P,جزئي أو أساس قريب,R7,P2,R4;R5;R6-if-learned,Agent + Evaluation,مسارات ووكلاء ومحاكاة مقاسة,"E13,E22",packages/cell/src/lifecycle.js;packages/cell/src/health.js;packages/cell/src/homeostasis.js;packages/cell/src/membrane.js;packages/cell/src/tissue.js;packages/cell/src/organism.js;tests/cellular.test.js;packages/cells/celia/infinite/src/actor-mailbox.js,organs/tissues أساس؛ workers بقدرات فرعية مقيدة,لا توسيع delegated authority؛ إلغاء worker يوقف مهمته,NOT_CONNECTED,P16,nexa-execution-plan.ar.md#p16,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B076,Specialist Agents,P,جزئي أو أساس قريب,R7,P2,R4;R5;R6-if-learned,Agent + Evaluation,مسارات ووكلاء ومحاكاة مقاسة,E13,packages/cell/src/lifecycle.js;packages/cell/src/health.js;packages/cell/src/homeostasis.js;packages/cell/src/membrane.js;packages/cell/src/tissue.js;packages/cell/src/organism.js;tests/cellular.test.js,specialization موجودة؛ أضف عقود خبرة وتقييم واقعي,كل تخصص يتفوق في نطاقه ولا يدعي صلاحية خارج العقد,NOT_CONNECTED,P16,nexa-execution-plan.ar.md#p16,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B077,Swarm Intelligence,D,ديمو/محاكاة,R7,P2,R4;R5;R6-if-learned,Agent + Evaluation,مسارات ووكلاء ومحاكاة مقاسة,E24,packages/cells/celia/infinite/src/multiverse-engine.js;packages/cells/celia/infinite/src/swarm-pheromone.js;packages/cells/celia/dsl/src/consensus-dsl.js,pheromone demo ليس جودة جماعية مثبتة,قياس coordination/liveness وكلفة الاتصال تحت فشل بعض الوكلاء,NOT_CONNECTED,P16,nexa-execution-plan.ar.md#p16,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B078,Blackboard Architecture,P,جزئي أو أساس قريب,R7,P2,R4;R5;R6-if-learned,Agent + Evaluation,مسارات ووكلاء ومحاكاة مقاسة,"E07,E22",packages/runtime/src/memory.js;packages/cells/celia/memory/src/lifecycle.js;packages/cells/celia/memory/src/procedural-store.js;packages/cells/celia/memory/src/belief-engine.js;packages/cells/celia/memory/src/governed-engine.js;packages/cells/celia/memory/src/vector-store.js;packages/cells/celia/infinite/src/actor-mailbox.js,مخازن محلية أساس؛ مساحة مشتركة بنسخ وملكية وصلاحيات,منع lost updates وعدم قراءة عامل لمعلومة خارج نطاقه,NOT_CONNECTED,P16,nexa-execution-plan.ar.md#p16,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B079,Actor Model,P,جزئي أو أساس قريب,R2,P1,R1,Backend + Data + SRE,حالة وبيانات وتشغيل دائم,E22,packages/cells/celia/infinite/src/actor-mailbox.js,mailbox محلي موجود؛ يلزم isolation وsupervision حقيقيان,تعطل actor لا يفسد آخر وتسليم الرسائل موثق,NOT_CONNECTED,P06,nexa-execution-plan.ar.md#p06,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B080,Workflow Engine,P,جزئي أو أساس قريب,R2,P1,R1,Backend + Data + SRE,حالة وبيانات وتشغيل دائم,"E04,E05",packages/cells/celia/planner/src/grok.js;packages/cells/celia/executor/src/executor.js;packages/cells/celia/executor/src/tool-registry.js;packages/cells/celia/executor/src/adaptive-dag.js;tools/dag-executor.mjs;packages/runtime/src/machine.js;packages/runtime/src/authority.js;packages/runtime/src/session.js;packages/runtime/src/healer.js;packages/runtime/src/breaker.js;tests/omega-runtime.test.js,DAG فعلي جزئي؛ توحيد التنفيذ الدائم ومعاملات الخطوات,resume/cancel/retry مع نفس النتائج وحدود الصلاحية,CONNECTED_LIMITED,P06,nexa-execution-plan.ar.md#p06,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B081,State Persistence,P,جزئي أو أساس قريب,R2,P1,R1,Backend + Data + SRE,حالة وبيانات وتشغيل دائم,"E09,E10,E11",tools/celia-workspace-write-auth.mjs;tools/celia-workspace-commit-auth.mjs;tools/celia-workspace-commit-port.mjs;tools/celia-commit-consumption-store.mjs;tools/celia-workspace-port.mjs;tests/celia-workspace-commit-hardening.test.js;tests/celia-workspace-commit-persistence.test.js;docs/celia-workspace-commit-h1-persistence.ar.md;packages/evidence/index.js;packages/runtime/src/ledger.js;packages/cells/celia/executor/src/event-sourcing.js;tests/evidence.test.js;packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,H1/collector دائمان فقط؛ بقية mission state غير مكتملة,restart يعيد sessions/workflows دون إحياء تفويضات أو فقد قرارات,NOT_CONNECTED,P06,nexa-execution-plan.ar.md#p06,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B082,Session Manager,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,"E05,E14",packages/runtime/src/machine.js;packages/runtime/src/authority.js;packages/runtime/src/session.js;packages/runtime/src/healer.js;packages/runtime/src/breaker.js;tests/omega-runtime.test.js;packages/cells/google/identity/src/verify.js;packages/cells/google/identity/src/bindings.js;packages/cells/google/gateway/src/approvals.js;packages/cells/google/gateway/src/limiter.js;packages/cells/google/gateway/src/vault.js;packages/cells/google/gateway/src/scan.js;packages/cells/google/gateway/src/classes.js;tests/google-gateway.test.js;tests/google-binding.test.js,openSession وربط هوية موجودان؛ يلزم lifecycle تطبيقي دائم,expiry/logout/revoke وعزل جهازين ومستخدمين,NOT_CONNECTED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B083,Identity Memory,P,جزئي أو أساس قريب,R2,P1,R1,Backend + Data + SRE,حالة وبيانات وتشغيل دائم,"E07,E08,E14",packages/runtime/src/memory.js;packages/cells/celia/memory/src/lifecycle.js;packages/cells/celia/memory/src/procedural-store.js;packages/cells/celia/memory/src/belief-engine.js;packages/cells/celia/memory/src/governed-engine.js;packages/cells/celia/memory/src/vector-store.js;tools/celia-memory-port.mjs;tools/celia-vector-port.mjs;supabase/migrations/20260920_celia_memory_init.sql;supabase/migrations/20260921_pgvector.sql;packages/cells/google/identity/src/verify.js;packages/cells/google/identity/src/bindings.js;packages/cells/google/gateway/src/approvals.js;packages/cells/google/gateway/src/limiter.js;packages/cells/google/gateway/src/vault.js;packages/cells/google/gateway/src/scan.js;packages/cells/google/gateway/src/classes.js;tests/google-gateway.test.js;tests/google-binding.test.js,ownerKid موجود؛ principal-to-row mapping وRLS غير محسومين,A/B SELECT/INSERT/UPDATE/DELETE مع USING وWITH CHECK,NOT_CONNECTED,P06,nexa-execution-plan.ar.md#p06,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B084,Preference Learning,P,جزئي أو أساس قريب,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,E11,packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,مراجعات ترتيب إصلاح لا نموذج تفضيلات شامل؛ حدد objective,تحسن على تفضيلات جديدة دون تعلّم إلغاء قواعد الأمان,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B085,User Modeling,N,غير ظاهر في نطاق الفحص,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,E00,,نموذج مستخدم opt-in محدود قابل للمحو والتصحيح,عزل المستخدمين وعدم استنتاج صفات حساسة بلا ضرورة وموافقة,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B086,Intent Classification,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,"E04,E07",packages/cells/celia/planner/src/grok.js;packages/cells/celia/executor/src/executor.js;packages/cells/celia/executor/src/tool-registry.js;packages/cells/celia/executor/src/adaptive-dag.js;tools/dag-executor.mjs;packages/runtime/src/memory.js;packages/cells/celia/memory/src/lifecycle.js;packages/cells/celia/memory/src/procedural-store.js;packages/cells/celia/memory/src/belief-engine.js;packages/cells/celia/memory/src/governed-engine.js;packages/cells/celia/memory/src/vector-store.js,taskIntent نصي ليس classifier؛ إضافة تصنيف مع abstention,مصفوفة التباس ورفض نية مبهمة وعدم مساواة النية بالإذن,NOT_CONNECTED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B087,Goal Management,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,"E04,E05",packages/cells/celia/planner/src/grok.js;packages/cells/celia/executor/src/executor.js;packages/cells/celia/executor/src/tool-registry.js;packages/cells/celia/executor/src/adaptive-dag.js;tools/dag-executor.mjs;packages/runtime/src/machine.js;packages/runtime/src/authority.js;packages/runtime/src/session.js;packages/runtime/src/healer.js;packages/runtime/src/breaker.js;tests/omega-runtime.test.js,goals موجودة؛ يلزم versions وsuccess predicates وتغيير مراقب,تغيير الهدف يبطل الخطة والموافقة القديمة إن تغير الأثر,CONNECTED_LIMITED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B088,Goal Decomposition,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,E04,packages/cells/celia/planner/src/grok.js;packages/cells/celia/executor/src/executor.js;packages/cells/celia/executor/src/tool-registry.js;packages/cells/celia/executor/src/adaptive-dag.js;tools/dag-executor.mjs,توسيع DAG إلى أهداف فرعية قابلة للاختبار,ترابط كل خطوة بهدف وشرط نهاية بلا خطوات غير مبررة,NOT_CONNECTED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B089,Priority Reasoning,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,E22,packages/cells/celia/infinite/src/actor-mailbox.js,priority queue لا تختار قيمة الأهداف؛ إضافة قواعد صريحة,الأولوية لا تكسر dependency أو budget أو تنفذ فعلًا ممنوعًا,NOT_CONNECTED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B090,Conflict Resolution,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,"E07,E12",packages/runtime/src/memory.js;packages/cells/celia/memory/src/lifecycle.js;packages/cells/celia/memory/src/procedural-store.js;packages/cells/celia/memory/src/belief-engine.js;packages/cells/celia/memory/src/governed-engine.js;packages/cells/celia/memory/src/vector-store.js;packages/evolution/src/manifest.js;packages/evolution/src/gate.js;packages/evolution/src/registry.js;packages/cellular-evolution/index.js;tests/omega-evolution.test.js,belief revision/quarantine أساس؛ سياسة تضارب أهداف وأدلة,تعارض غير قابل للحل يصعّد لإنسان بدل اختيار عشوائي,NOT_CONNECTED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B091,Decision Theory,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,نموذج قرار بمنفعة وتكلفة وافتراضات معلنة عند الحاجة,قرار أمثل لمسألة مرجعية وحساسية واضحة لتغير الافتراضات,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B092,Utility Engine,P,جزئي أو أساس قريب,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E07,E11",packages/runtime/src/memory.js;packages/cells/celia/memory/src/lifecycle.js;packages/cells/celia/memory/src/procedural-store.js;packages/cells/celia/memory/src/belief-engine.js;packages/cells/celia/memory/src/governed-engine.js;packages/cells/celia/memory/src/vector-store.js;packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,utility heuristics موجودة؛ اربطها بهدف ومقاييس حقيقية,تحسن المنفعة لا يكافئ إخفاء فشل أو تسريب بيانات,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B093,Risk Engine,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,E14,packages/cells/google/identity/src/verify.js;packages/cells/google/identity/src/bindings.js;packages/cells/google/gateway/src/approvals.js;packages/cells/google/gateway/src/limiter.js;packages/cells/google/gateway/src/vault.js;packages/cells/google/gateway/src/scan.js;packages/cells/google/gateway/src/classes.js;tests/google-gateway.test.js;tests/google-binding.test.js,action classes أساس؛ طبقات مخاطر بقواعد لا score حر,الفعل عالي الخطورة يتطلب موافقة ثابتة مهما كانت درجة ML,CONNECTED_LIMITED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B094,Uncertainty Calibration,N,غير ظاهر في نطاق الفحص,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E00,E11",packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,scorer الحالي calibrated:false؛ معايرة على holdout مستقل,ECE/Brier وrisk-coverage مع تجنب استعمال نفس بيانات الضبط كاختبار,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B095,Abstention System,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,"E04,E11",packages/cells/celia/planner/src/grok.js;packages/cells/celia/executor/src/executor.js;packages/cells/celia/executor/src/tool-registry.js;packages/cells/celia/executor/src/adaptive-dag.js;tools/dag-executor.mjs;packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,refuse وunseen-strategy موجودان؛ تعميم الامتناع بسبب نقص الأدلة,ينخفض false confident acceptance ضمن تغطية معلنة,CONNECTED_LIMITED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B096,Fact Verification,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E06,E23",packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js;tools/celia-learning-research.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,knowledge promotion ومراجع أساس؛ أضف فحص مصادر مستقلًا,ادعاءات متعارضة/قديمة/غير مسندة لا تصبح VERIFIED تلقائيًا,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B097,Claim Decomposition,N,غير ظاهر في نطاق الفحص,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E00,E06",packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js,تفكيك المخرجات إلى claims ذرية مع حفظ شروطها,لا إسقاط نفي أو قيد زمني عند التقسيم,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B098,Source Reliability Model,N,غير ظاهر في نطاق الفحص,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E00,E23",tools/celia-learning-research.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,تقييم مصدر بنطاق وتاريخ وأصل؛ الشهرة وحدها ليست حقيقة,مصدر منسوخ أو معاد نشره لا يرفع الثقة كدليل مستقل,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B099,Evidence Aggregation,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E06,E10",packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js;packages/evidence/index.js;packages/runtime/src/ledger.js;packages/cells/celia/executor/src/event-sourcing.js;tests/evidence.test.js,refs موجودة؛ تجميع مع كشف التكرار والتعارض والاعتماد,عشرة اقتباسات من المصدر نفسه لا تحتسب عشرة أدلة,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B100,Decision Provenance,P,جزئي أو أساس قريب,R2,P1,R1,Backend + Data + SRE,حالة وبيانات وتشغيل دائم,"E10,E11",packages/evidence/index.js;packages/runtime/src/ledger.js;packages/cells/celia/executor/src/event-sourcing.js;tests/evidence.test.js;packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,ربط القرار بالسياسة والنموذج والمدخلات والأدلة وإصداراتها,يمكن إعادة تدقيق القرار دون تخزين سلسلة تفكير خاصة أو أسرار,CONNECTED_LIMITED,P06,nexa-execution-plan.ar.md#p06,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
